Year,Month,Day,Max Temp (F),Min Temp (F),Average Wind Speed (mph),Relative Humidity (%),Heat Index (F),Users Thermostat (F)
2018,8,30,102,81,2.9,27,104,74
2018,8,31,102,79,3.1,31,107,76
2018,9,1,101,84,4,30,104,75
2018,9,2,99,80,4,33,102,74
2018,9,3,96,76,2.7,34,98,74
2018,9,4,97,77,2.5,33,99,74
2018,9,5,101,80,2.7,28,103,76
2018,9,6,103,78,2.9,27,106,77
2018,9,7,103,79,3.8,26,105,78
2018,9,8,105,80,4.3,23,106,78
2018,9,9,105,80,4.5,31,112,77
2018,9,10,104,81,4,27,107,77
2018,9,11,104,76,4.5,21,103,75
2018,9,12,103,76,4.9,15,99,78
2018,9,13,102,72,2.9,11,95,78
2018,9,14,105,77,3.6,15,102,76
2018,9,15,107,80,4.5,17,105,77
2018,9,16,102,81,3.1,28,105,75
2018,9,17,105,81,3.4,24,107,78
2018,9,18,101,79,4.9,25,101,75
2018,9,19,89,73,3.6,56,95,76
2018,9,20,96,71,3.4,54,111,76
2018,9,21,99,77,2.9,32,102,74
2018,9,22,100,77,5.4,29,102,74
2018,9,23,100,77,6,27,101,75
2018,9,24,97,80,4,33,99,74
2018,9,25,97,72,3.4,27,96,78
2018,9,26,100,74,2.7,24,99,76
2018,9,27,101,74,3.8,18,98,78
2018,9,28,101,71,3.1,19,98,78
2018,9,29,100,75,3.8,25,100,75
2018,9,30,94,73,4.9,41,98,75
2018,10,1,77,70,3.8,79,78,78
2018,10,2,78,69,6.5,79,78,78
2018,10,3,84,72,2.7,72,91,77
2018,10,4,85,70,3.6,60,89,87
2018,10,5,84,65,2.7,46,84,80
2018,10,6,82,65,4.7,47,82,81
2018,10,7,73,54,4.7,65,73,73
2018,10,8,73,57,2.7,52,72,72
2018,10,9,78,58,3.4,44,78,78
2018,10,10,80,59,3.6,40,80,79
2018,10,11,80,65,5.1,57,81,79
2018,10,12,82,67,4.3,61,85,80
2018,10,13,74,61,4.7,77,74,74
2018,10,14,73,61,2.7,72,73,73
2018,10,15,77,58,5.4,50,77,77
2018,10,16,65,57,6.9,58,64,60
2018,10,17,75,56,6.9,51,75,75
2018,10,18,80,57,4.5,49,81,79
2018,10,19,84,57,5.4,47,85,81
2018,10,20,89,69,8.9,46,91,75
2018,10,21,87,70,10.1,44,88,87
2018,10,22,85,69,5.8,45,85,79
2018,10,23,87,64,4.3,58,92,78
2018,10,24,82,59,3.1,56,84,81
2018,10,25,84,61,2.7,46,84,83
2018,10,26,86,60,4,40,85,79
2018,10,27,87,58,4.5,36,86,83
2018,10,28,87,58,3.6,36,86,81
2018,10,29,84,61,2.9,41,83,82
2018,10,30,81,63,4.9,46,81,79
2018,10,31,77,54,4.3,37,76,76
2018,11,1,75,52,3.6,30,74,74
2018,11,2,79,51,3.8,39,78,78
2018,11,3,78,52,2.7,37,78,78
2018,11,4,78,56,3.6,31,78,78
2018,11,5,79,54,2.9,33,78,78
2018,11,6,79,55,3.1,37,78,78
2018,11,7,79,53,2.9,39,78,78
2018,11,8,78,56,3.8,41,78,78
2018,11,9,77,55,6.3,28,76,76
2018,11,10,76,54,4.7,43,76,76
2018,11,11,74,48,5.1,33,74,74
2018,11,12,66,45,7.4,27,65,65
2018,11,13,64,42,4,30,63,61
2018,11,14,68,42,4.5,34,67,67
2018,11,15,74,45,4,33,74,74
2018,11,16,74,46,3.6,31,74,74
2018,11,17,70,43,2.9,31,69,69
2018,11,18,70,46,2.7,34,69,69
2018,11,19,73,44,5.1,31,72,72
2018,11,20,77,52,4.9,28,76,76
2018,11,21,73,48,2.9,39,72,72
2018,11,22,65,50,2.9,53,64,63
2018,11,23,69,47,2.5,54,68,68
2018,11,24,68,46,2.7,46,68,68
2018,11,25,71,47,4.7,31,70,70
2018,11,26,74,49,5.1,31,74,74
2018,11,27,74,48,4,32,74,74
2018,11,28,85,48,3.6,36,84,83
2018,11,29,68,47,4,51,68,68
2018,11,30,60,49,4.5,73,60,61
2018,12,1,62,46,2.9,60,62,62
2018,12,2,60,44,3.6,56,59,65
2018,12,3,61,41,3.4,40,60,60
2018,12,4,65,39,6.7,34,64,64
2018,12,5,70,48,5.6,36,69,69
2018,12,6,58,51,2.2,70,58,63
2018,12,7,68,52,2.7,79,68,68
2018,12,8,65,46,3.1,61,64,64
2018,12,9,69,44,4.3,45,68,68
2018,12,10,71,48,6,36,70,70
2018,12,11,70,50,4.3,35,69,69
2018,12,12,65,43,3.8,49,64,64
2018,12,13,68,43,3.1,31,67,67
2018,12,14,64,36,5.6,33,63,63
2018,12,15,66,50,3.8,32,65,65
2018,12,16,69,45,3.8,32,68,68
2018,12,17,67,45,3.4,43,66,66
2018,12,18,67,44,3.4,43,66,66
2018,12,19,67,41,2.9,43,66,66
2018,12,20,73,43,3.6,37,72,72
2018,12,21,66,46,3.1,37,65,65
2018,12,22,70,45,2.7,35,69,69
2018,12,23,70,44,4.5,36,69,69
2018,12,24,69,45,3.1,38,68,68
2018,12,25,61,43,3.6,57,60,60
2018,12,26,58,40,3.4,63,57,64
2018,12,27,55,40,3.1,47,54,64
2018,12,28,52,34,2.9,44,50,64
2018,12,29,56,34,4.3,38,54,63
2018,12,30,54,31,4,36,52,64
2018,12,31,47,36,4.5,49,46,62
2019,1,1,50,34,3.4,61,49,60
2019,1,2,51,32,3.6,44,50,61
2019,1,3,54,30,3.1,44,52,64
2019,1,4,64,33,4.7,43,63,65
2019,1,5,65,39,3.6,49,64,64
2019,1,6,51,45,2.5,84,50,63
2019,1,7,62,42,3.1,69,62,61
2019,1,8,70,41,4.5,49,70,70
2019,1,9,72,46,4.9,45,72,72
2019,1,10,65,47,3.4,58,64,65
2019,1,11,63,43,2.7,60,62,61
2019,1,12,66,46,6.3,47,66,66
2019,1,13,60,48,2.5,69,60,65
2019,1,14,67,50,3.6,57,66,66
2019,1,15,63,52,3.8,76,63,65
2019,1,16,66,50,2,74,66,66
2019,1,17,67,44,3.1,64,66,66
2019,1,18,69,51,4,59,68,68
2019,1,19,70,43,4.3,37,69,69
2019,1,20,70,46,4.5,32,69,69
2019,1,21,65,45,6.5,44,64,63
2019,1,22,64,41,4.5,41,63,63
2019,1,23,60,37,3.4,33,58,62
2019,1,24,68,35,3.6,35,67,67
2019,1,25,68,41,4.5,35,67,67
2019,1,26,73,44,4.3,35,72,72
2019,1,27,71,41,3.6,37,70,70
2019,1,28,70,41,3.8,39,70,70
2019,1,29,70,51,4.3,36,69,69
2019,1,30,72,53,3.4,35,72,72
2019,1,31,71,48,3.1,38,70,70
2019,2,1,71,53,2.7,46,70,70
2019,2,2,69,52,3.6,60,68,68
2019,2,3,66,55,3.6,78,66,66
2019,2,4,61,51,4.7,67,60,63
2019,2,5,63,49,6.3,73,62,62
2019,2,6,54,38,6.5,56,53,63
2019,2,7,55,32,3.1,36,54,60
2019,2,8,65,36,4.5,33,64,64
2019,2,9,58,39,4.5,46,57,62
2019,2,10,61,35,4.3,47,60,60
2019,2,11,57,38,3.6,47,56,62
2019,2,12,68,34,4.7,31,67,67
2019,2,13,67,46,4.5,31,66,66
2019,2,14,58,52,4.5,66,58,65
2019,2,15,65,50,3.1,69,64,65
2019,2,16,60,43,5.6,57,59,64
2019,2,17,57,39,5.1,50,56,63
2019,2,18,54,36,3.8,59,53,63
2019,2,19,55,33,4,48,54,65
2019,2,20,54,30,3.1,36,52,62
2019,2,21,50,37,7.6,80,49,60
2019,2,22,46,35,4.7,79,45,70
2019,2,23,54,33,3.8,59,53,60
2019,2,24,64,35,4.7,52,64,60
2019,2,25,65,38,2.9,49,64,63
2019,2,26,70,42,3.1,41,70,70
2019,2,27,73,53,2.9,35,72,72
2019,2,28,73,47,2.9,39,72,72
2019,3,1,74,51,3.1,48,74,74
2019,3,2,70,57,4.7,53,70,70
2019,3,3,71,52,4,67,71,71
2019,3,4,72,48,2.7,55,72,72
2019,3,5,78,49,3.8,43,78,78
2019,3,6,81,56,6,41,81,79
2019,3,7,72,56,3.8,54,72,72
2019,3,8,66,49,7.2,54,66,66
2019,3,9,63,42,2.9,45,62,62
2019,3,10,68,43,4,43,68,68
2019,3,11,68,47,4.3,61,68,68
2019,3,12,57,49,5.1,78,56,64
2019,3,13,65,43,9.8,59,64,62
2019,3,14,63,37,2.9,41,62,62
2019,3,15,72,45,7.6,42,72,72
2019,3,16,77,56,7.6,44,76,76
2019,3,17,78,58,4.5,43,78,78
2019,3,18,80,56,4,42,80,79
2019,3,19,81,57,3.8,40,81,79
2019,3,20,81,55,4.7,39,81,79
2019,3,21,66,51,4.5,52,66,66
2019,3,22,70,43,2.9,41,70,70
2019,3,23,74,47,3.1,37,74,74
2019,3,24,77,48,2.7,36,76,76
2019,3,25,84,53,4.3,35,83,79
2019,3,26,84,54,3.8,34,82,80
2019,3,27,80,57,2.2,31,80,79
2019,3,28,82,51,3.8,33,81,79
2019,3,29,80,47,4.3,35,80,79
2019,3,30,81,51,4.9,31,80,79
2019,3,31,79,54,4.7,32,78,78
2019,4,1,81,53,5.4,27,80,79
2019,4,2,82,54,5.6,31,81,79
2019,4,3,75,57,4.3,41,74,74
2019,4,4,79,57,4.3,38,78,78
2019,4,5,78,52,4.9,42,78,78
2019,4,6,78,60,3.1,49,78,78
2019,4,7,87,56,3.4,35,86,85
2019,4,8,94,60,4,29,93,77
2019,4,9,93,61,7.2,27,91,74
2019,4,10,75,55,10.5,32,74,74
2019,4,11,75,50,5.4,31,74,74
2019,4,12,73,56,2.9,40,72,72
2019,4,13,77,50,3.4,36,76,76
2019,4,14,82,52,3.4,28,80,79
2019,4,15,84,56,4.7,29,82,81
2019,4,16,78,58,7.2,47,78,78
2019,4,17,76,52,3.8,53,76,76
2019,4,18,90,57,4,31,88,87
2019,4,19,97,61,5.6,23,95,78
2019,4,20,90,68,5.8,27,87,81
2019,4,21,85,64,5.6,32,83,81
2019,4,22,85,56,3.1,27,83,79
2019,4,23,85,60,3.4,34,83,81
2019,4,24,91,58,4.3,35,90,76
2019,4,25,97,63,3.6,26,96,75
2019,4,26,98,66,4.3,23,96,76
2019,4,27,94,64,4.3,23,91,76
2019,4,28,93,66,4.7,25,90,74
2019,4,29,83,59,6.5,35,82,81
2019,4,30,80,56,4.3,42,80,79
2019,5,1,84,59,3.4,33,82,79
2019,5,2,83,57,3.4,26,81,80
2019,5,3,90,59,3.4,21,86,81
2019,5,4,92,60,3.6,20,88,82
2019,5,5,91,61,3.6,21,87,81
2019,5,6,83,63,4.9,34,82,80
2019,5,7,76,56,3.8,43,76,76
2019,5,8,85,60,4,45,85,79
2019,5,9,85,58,5.6,38,84,81
2019,5,10,83,60,5.1,37,82,81
2019,5,11,84,62,2.5,43,84,82
2019,5,12,82,62,2.5,43,82,80
2019,5,13,90,62,3.6,36,89,80
2019,5,14,96,65,3.4,27,95,74
2019,5,15,96,66,4.7,25,94,75
2019,5,16,91,71,9.6,27,88,86
2019,5,17,78,57,6.3,30,78,78
2019,5,18,83,56,2.7,23,81,80
2019,5,19,77,67,6.5,28,76,76
2019,5,20,70,56,7.6,37,69,69
2019,5,21,79,48,8.3,35,78,78
2019,5,22,73,55,6.3,42,72,72
2019,5,23,73,50,4.3,42,72,72
2019,5,24,84,56,3.8,26,82,80
2019,5,25,90,59,4.3,19,86,81
2019,5,26,81,56,7.2,26,80,79
2019,5,27,77,62,7.2,33,76,76
2019,5,28,81,56,3.4,23,79,79
2019,5,29,88,60,2.9,24,85,82
2019,5,30,93,64,3.1,22,90,78
2019,5,31,96,65,4.7,18,92,78
2019,6,1,94,65,5.1,19,90,75
2019,6,2,92,67,4,22,89,88
2019,6,3,94,66,4,19,90,75
2019,6,4,95,71,3.8,17,91,78
2019,6,5,100,68,4.9,18,97,78
2019,6,6,100,73,5.1,18,97,77
2019,6,7,98,71,5.1,23,96,77
2019,6,8,85,61,3.1,19,82,80
2019,6,9,85,61,3.4,13,82,81
2019,6,10,85,61,5.6,17,82,79
2019,6,11,85,61,5.8,22,82,81
2019,6,12,85,61,4.3,12,81,79
2019,6,13,104,61,3.4,15,100,78
2019,6,14,101,76,6.7,13,96,78
2019,6,15,100,72,3.6,12,94,75
2019,6,16,85,73,4.7,15,82,79
2019,6,17,101,78,4.9,16,97,75
2019,6,18,100,72,4.5,15,96,76
2019,6,19,100,71,4,10,92,74
2019,6,20,101,68,5.8,13,96,76
2019,6,21,100,76,7.8,19,97,74
2019,6,22,96,74,6.3,23,93,77
2019,6,23,97,71,4,16,93,76
2019,6,24,100,67,3.8,11,93,75
2019,6,25,100,68,4.7,11,93,77
2019,6,26,99,71,5.1,14,95,74
2019,6,27,101,70,4,10,93,74
2019,6,28,108,76,4.3,9,98,75
2019,6,29,111,80,5.6,13,108,76
2019,6,30,108,79,4.9,18,107,75
2019,7,1,107,79,5.1,13,103,74
2019,7,2,105,79,5.4,14,101,74
2019,7,3,104,78,6.3,15,100,77
2019,7,4,102,76,4.9,12,96,74
2019,7,5,102,71,3.8,13,97,76
2019,7,6,102,77,3.8,13,97,75
2019,7,7,104,77,5.6,12,98,74
2019,7,8,101,72,6,11,94,74
2019,7,9,102,69,3.6,12,96,77
2019,7,10,109,76,4.3,11,102,78
2019,7,11,113,82,5.4,15,112,78
2019,7,12,110,88,2.5,17,109,77
2019,7,13,109,87,4.7,20,110,77
2019,7,14,109,90,4.9,23,113,78
2019,7,15,111,85,4.5,20,114,75
2019,7,16,112,84,5.8,14,110,78
2019,7,17,103,87,5.4,22,103,75
2019,7,18,106,81,5.6,20,106,75
2019,7,19,106,83,4.9,16,103,78
2019,7,20,85,61,5.1,13,82,79
2019,7,21,85,61,6,24,82,79
2019,7,22,103,61,5.8,27,106,76
2019,7,23,104,61,5.6,41,120,77
2019,7,24,85,61,3.8,46,86,82
2019,7,25,105,88,4.5,37,118,76
2019,7,26,85,61,5.1,28,83,81
2019,7,27,85,61,5.4,22,82,81
2019,7,28,85,61,4.7,20,82,79
2019,7,29,85,61,5.4,22,82,81
2019,7,30,105,75,4.7,34,115,76
2019,7,31,92,75,3.4,63,107,77
2019,8,1,102,61,2.2,42,116,75
2019,8,2,108,61,3.4,32,120,77
2019,8,3,85,61,4,29,83,80
2019,8,4,85,61,4.5,35,84,80
2019,8,5,114,61,8.1,33,137,76
2019,8,6,85,61,3.8,33,83,79
2019,8,7,104,61,3.4,33,112,78
2019,8,8,105,61,4,29,111,78
2019,8,9,97,61,3.8,29,97,76
2019,8,10,101,61,4.7,29,103,76
2019,8,11,85,61,4,41,85,82
2019,8,12,85,61,3.4,18,82,81
2019,8,13,107,61,3.6,14,104,76
2019,8,14,111,61,4,13,108,75
2019,8,15,112,61,4.3,11,107,78
2019,8,16,85,61,5.1,21,82,79
2019,8,17,85,61,3.1,23,82,80
2019,8,18,85,61,2.9,18,82,81
2019,8,19,106,61,3.4,14,102,74
2019,8,20,111,61,3.8,11,104,77
2019,8,21,112,61,5.1,10,107,77
2019,8,22,107,80,4.5,18,106,76
2019,8,23,101,81,3.8,29,103,74
2019,8,24,100,84,5.1,33,104,77
2019,8,25,101,81,5.8,36,108,78
2019,8,26,105,85,5.1,32,113,77
2019,8,27,109,83,5.6,26,116,76
2019,8,28,107,74,4.5,25,111,78
2019,8,29,102,77,4.5,44,118,76
2019,8,30,108,83,4,28,116,78
2019,8,31,105,83,4,30,112,77
2019,9,1,105,83,3.6,33,114,75
2019,9,2,104,81,4.7,43,122,77
2019,9,3,107,83,3.8,30,116,78
2019,9,4,108,86,4.3,28,116,77
2019,9,5,107,86,3.6,26,112,77
2019,9,6,105,84,4,29,111,74
2019,9,7,105,86,5.1,27,109,76
2019,9,8,100,83,5.6,30,102,77
2019,9,9,95,80,3.4,35,96,75
2019,9,10,96,79,6.3,38,100,78
2019,9,11,93,75,3.6,36,94,78
2019,9,12,102,74,3.1,24,102,77
2019,9,13,104,76,3.8,16,101,75
2019,9,14,100,78,6,32,104,77
2019,9,15,95,75,3.1,38,98,74
2019,9,16,96,77,4.3,41,101,76
2019,9,17,94,73,3.8,46,100,78
2019,9,18,99,75,4.5,27,99,75
2019,9,19,97,72,5.8,19,94,77
2019,9,20,93,66,4.7,17,89,87
2019,9,21,91,66,3.6,18,87,86
2019,9,22,95,63,3.1,17,91,76
2019,9,23,83,67,2.5,59,86,81
2019,9,24,86,66,3.4,62,92,76
2019,9,25,89,69,3.4,56,95,74
2019,9,26,85,70,3.1,62,90,74
2019,9,27,84,66,2.7,59,87,81
2019,9,28,89,67,4.5,48,92,78
2019,9,29,86,70,5.1,46,87,83
2019,9,30,87,63,3.6,30,85,84
2019,10,1,86,59,4.3,28,84,80
2019,10,2,89,60,3.1,30,87,84
2019,10,3,93,66,3.6,32,92,78
2019,10,4,91,68,3.4,35,90,76
2019,10,5,92,67,3.4,32,91,78
2019,10,6,92,66,3.4,28,90,75
2019,10,7,95,67,5.6,25,93,77
2019,10,8,93,65,3.8,27,91,78
2019,10,9,90,63,4.7,31,88,85
2019,10,10,87,66,4.3,30,85,79
2019,10,11,86,58,5.8,18,83,80
2019,10,12,86,63,5.1,26,83,82
2019,10,13,87,58,3.4,26,84,82
2019,10,14,86,61,3.1,39,85,84
2019,10,15,90,65,2.9,33,89,79
2019,10,16,94,65,6.5,22,91,77
2019,10,17,92,72,7.4,27,90,76
2019,10,18,83,61,4.3,32,81,79
2019,10,19,82,58,3.4,22,80,79
2019,10,20,84,53,4,20,81,80
2019,10,21,84,54,4.9,18,81,79
2019,10,22,88,60,4.9,20,85,79
2019,10,23,87,59,4,22,84,82
2019,10,24,84,61,7.6,14,81,79
2019,10,25,82,60,5.8,15,80,79
2019,10,26,81,53,3.4,17,79,79
2019,10,27,83,59,6.9,24,81,79
2019,10,28,71,50,3.6,25,70,70
2019,10,29,70,42,4.3,15,68,68
2019,10,30,67,46,8.7,11,66,66
2019,10,31,74,44,6.5,10,73,73
2019,11,1,77,50,4,11,76,76
2019,11,2,86,50,7.4,13,83,79
2019,11,3,83,58,4,19,81,79
2019,11,4,83,52,3.4,22,81,80
2019,11,5,86,57,3.1,24,83,79
2019,11,6,83,61,3.4,30,81,80
2019,11,7,84,56,3.6,35,83,79
2019,11,8,86,61,5.8,28,84,81
2019,11,9,84,58,4.9,28,82,81
2019,11,10,84,63,2.9,38,83,79
2019,11,11,83,60,3.1,32,81,80
2019,11,12,79,59,6.7,28,78,78
2019,11,13,75,51,3.4,30,74,74
2019,11,14,78,52,2.9,23,78,78
2019,11,15,81,56,4.7,20,79,79
2019,11,16,79,57,3.6,22,78,78
2019,11,17,84,51,4.9,21,81,79
2019,11,18,81,53,3.8,17,79,79
2019,11,19,78,55,6,46,78,78
2019,11,20,64,53,8.5,85,64,63
2019,11,21,59,50,3.4,80,58,60
2019,11,22,64,49,2.5,68,64,60
2019,11,23,72,47,5.6,45,72,72
2019,11,24,71,50,4.7,37,70,70
2019,11,25,65,45,5.1,43,64,61
2019,11,26,59,41,3.1,33,58,64
2019,11,27,65,40,5.1,49,64,63
2019,11,28,66,55,10.5,62,66,66
2019,11,29,60,44,9.6,73,60,65
2019,11,30,57,39,2.5,59,56,63
2019,12,1,67,40,4.9,46,66,66
2019,12,2,67,44,3.6,49,66,66
2019,12,3,65,45,2.5,50,64,61
2019,12,4,71,55,3.8,70,71,71
2019,12,5,67,51,2,68,67,67
2019,12,6,71,53,2.9,59,71,71
2019,12,7,68,49,3.4,59,68,68
2019,12,8,59,54,2.7,86,59,60
2019,12,9,65,50,3.4,74,65,65
2019,12,10,65,44,3.8,50,64,64
2019,12,11,66,47,2.9,53,66,66
2019,12,12,65,44,2.7,53,64,61
2019,12,13,67,45,2.7,50,66,66
2019,12,14,67,46,3.1,55,66,66
2019,12,15,63,45,5.1,63,62,60
2019,12,16,61,39,4.7,42,60,63
2019,12,17,62,38,6.3,34,60,65
2019,12,18,63,45,8.9,31,62,61
2019,12,19,63,40,3.8,40,62,64
2019,12,20,65,37,4.7,38,64,61
2019,12,21,70,45,5.4,32,69,69
2019,12,22,71,53,5.6,34,70,70
2019,12,23,64,52,5.1,50,63,62
2019,12,24,57,50,3.6,83,56,63
2019,12,25,54,44,2.7,76,54,65
2019,12,26,60,44,4.3,70,60,63
2019,12,27,48,45,4.3,80,47,61
2019,12,28,54,39,5.8,61,53,62
2019,12,29,49,31,3.1,48,48,60
2019,12,30,56,37,5.1,57,55,63
2019,12,31,60,41,4.7,62,60,61
