"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN","WDF5","WT01","WT02","WT03","WT07","WT08"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-06-18","0.00",,"111","72","  230",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-06-19","0.00",,"116","80","  230",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-06-20","0.00",,"117","83","   40",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-06-21","0.00",,"116","85","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-06-22","0.00",,"111","86","  230",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-06-23","0.00",,"111","83","  200",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-06-24","0.00",,"113","80","  260",,,,,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-06-25","0.00",,"113","91","  140",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-06-26","0.00",,"111","86","  270",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-06-27","0.00",,"108","80","  220",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-06-28","0.00",,"106","75","  200",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-06-29","0.00",,"105","77","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-06-30","0.00",,"107","78","  220",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-01","0.00",,"108","74","  240",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-02","0.00",,"106","77","  240",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-03","0.00",,"106","82","  260",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-04","0.00",,"109","78","  220",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-05","0.00",,"111","78","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-06","0.00",,"110","87","  210",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-07","0.00",,"115","87","  130",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-08","0.00",,"110","94","   30",,,"    1",,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-09","0.00",,"107","85","  240",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-10","0.00",,"108","86","  260",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-11","0.00",,"102","84","  110",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-12","0.00",,"107","83","  310",,,"    1",,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-13","0.00",,"108","85","  170",,,,,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-14","0.00",,"106","85","  330",,,,,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-15","0.00",,"107","83","  330",,,"    1",,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-16","0.10",,"102","73","   60","    1",,"    1",,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-17","0.00",,"98","76","  130",,,"    1",,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-18","0.03",,"101","80","  330",,,"    1",,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-19","0.00",,"103","81","  240",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-20","0.13",,"103","83","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-21","0.30",,"103","80","   80",,,"    1",,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-22","0.00",,"104","82","  320",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-23","0.00",,"101","80","  130",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-24","0.17",,"89","74","  130","    1",,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-25","0.00",,"100","81","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-26","0.00",,"105","80","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-27","0.00",,"108","82","   50",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-28","0.00",,"99","84","  350",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-29","0.00",,"101","82","  320",,,"    1",,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-30","0.00",,"98","81","  360",,,,,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-07-31","0.00",,"106","87","   20",,,"    1",,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-01","0.00",,"100","86","   50",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-02","0.00",,"97","85","  180",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-03","0.70",,"103","73","   60","    1",,"    1",,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-04","0.00",,"102","77","  200",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-05","0.00",,"102","82","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-06","0.00",,"103","81","  220",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-07","0.00",,"104","78","  230",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-08","0.00",,"106","79","  270",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-09","0.00",,"109","80","  260",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-10","0.00",,"103","83","  150",,,,,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-11","0.00",,"106","79","  230",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-12","0.00",,"102","82","  320",,,"    1",,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-13","0.00",,"99","74","  290","    1",,"    1",,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-14","0.00",,"101","82","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-15","0.00",,"99","78","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-16","0.00",,"99","72","  130",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-17","0.00",,"101","77","  220",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-18","0.00",,"104","73","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-19","0.00",,"102","75","  260",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-20","0.00",,"99","77","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-21","0.00",,"101","81","  230",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-22","0.00",,"106","80","  260",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-23","0.00",,"104","78","  140",,,"    1",,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-24","0.00",,"101","78","  260",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-25","0.00",,"106","82","  240",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-26","0.00",,"110","82","   40",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-27","0.00",,"107","84","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-28","0.00",,"108","87","   80",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-29","0.00",,"106","87","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-30","0.00",,"106","86","  120",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-08-31","0.00",,"106","83","  110",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-01","0.00",,"107","80","   10",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-02","0.00",,"101","82","  190",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-03","0.00",,"101","81","  200",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-04","0.00",,"102","78","  350",,,,,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-05","0.00",,"105","81","   50",,,"    1",,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-06","0.00",,"106","83","  140",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-07","0.00",,"102","82","  150",,,"    1",,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-08","0.00",,"95","81","  120",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-09","0.00",,"94","79","  260",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-10","0.00",,"103","77","  160",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-11","0.00",,"105","87","  150",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-12","0.00",,"108","83","  220",,,"    1",,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-13","0.00",,"105","82","  210",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-14","0.00",,"99","82","  260",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-15","0.00",,"94","74","  210",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-16","0.00",,"93","71","  160",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-17","0.00",,"95","70","  190",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-18","0.00",,"95","68","  190",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-19","0.00",,"96","66","  240",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-20","0.00",,"76","75",,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-21","0.00",,"94","70","  240",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-22","0.00",,"85","71","  240",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-23","0.00",,"82","57","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-24","0.00",,"84","56","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-25","0.00",,"87","57","  220",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-26","0.00",,"87","59","  280",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-27","0.00",,"88","63","  240",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-28","0.00",,"92","66","  270",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-29","0.00",,"95","69","  210",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-09-30","0.00",,"95","67","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-01","0.00",,"93","67","  200",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-02","0.00",,"88","67","  230",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-03","0.00",,"92","65","  170",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-04","0.00",,"95","68","  260",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-05","0.00",,"95","70","  250",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-06","0.00",,"95","62","  230",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-07","0.00",,"94","61","  200",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-08","0.00",,"91","59","  160",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-09","0.00",,"88","64","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-10","0.00",,"89","62","  100",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-11","0.00",,"93","69","  210",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-12","0.00",,"92","61","  180",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-13","0.00",,"92","63","  260",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-14","0.00",,"92","62","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-15","0.00",,"95","66","   50",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-16","0.00",,"96","69","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-17","0.00",,"95","72","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-18","0.00",,"93","68","  260",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-19","0.00",,"93","71","  240",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-20","0.00",,"85","65","  220",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-21","0.00",,"82","59","  260",,,,,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-22","0.00",,"91","58","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-23","0.00",,"95","63","   10",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-24","0.00",,"97","68","   60",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-25","0.00",,"92","72","   60",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-26","0.00",,"90","61","  220",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-27","0.00",,"89","62","  250",,,,,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-28","0.00",,"89","61","  230",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-29","0.00",,"89","61","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-30","0.00",,"83","63","  140",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-10-31","0.00",,"78","62","  130",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-01","0.00",,"80","60","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-02","0.00",,"78","58","  250",,,,,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-03","0.00",,"78","59","  210",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-04","0.00",,"79","65","  220",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-05","0.00",,"76","56","  220",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-06","0.00",,"78","55","  210",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-07","0.00",,"77","61","   40",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-08","0.00",,"81","58","  240",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-09","0.00",,"83","59","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-10","0.00",,"82","56","   40",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-11","0.00",,"83","54","   20",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-12","0.00",,"84","54","   20",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-13","0.00",,"85","61","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-14","0.00",,"83","56","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-15","0.00",,"81","55","   40",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-16","0.00",,"83","56","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-17","0.00",,"74","58","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-18","0.00",,"78","54","   10",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-19","0.00",,"80","52","  110",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-20","0.00",,"76","52","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-21","0.00",,"78","51","  100",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-22","0.00",,"86","57","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-23","0.00",,"85","55","   40",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-24","0.00",,"83","52","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-25","0.00",,"83","54","   20",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-26","0.00",,"87","54","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-27","0.00",,"79","52","  280",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-28","0.00",,"73","46","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-29","0.00",,"75","55","  240",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-11-30","0.00",,"74","60","   70",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-01","0.00",,"78","57","   30",,,,,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-02","0.00",,"80","55","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-03","0.00",,"78","54","  190",,,,,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-04","0.00",,"72","47","  220",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-05","0.00",,"69","45","   60",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-06","0.00",,"75","51","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-07","0.00",,"66","44","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-08","0.00",,"63","38","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-09","0.00",,"76","39","   60",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-10","0.00",,"77","52","   60",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-11","0.00",,"77","52","   40",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-12","0.00",,"77","45","   90",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-13","0.00",,"74","45","   80",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-14","0.00",,"74","41","   10",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-15","0.00",,"70","45","   20",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-16","0.00",,"65","46","  130",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-17","0.05",,"60","47","  130","    1",,,,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-18","0.00",,"65","44","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-19","0.00",,"63","40","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-20","0.00",,"65","42","  130",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-21","0.00",,"57","42","  240",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-22","0.00",,"56","34","   20",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-23","0.00",,"62","35","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-24","0.00",,"68","38","   20",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-25","0.00",,"66","42","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-26","0.00",,"68","39","   20",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-27","0.00",,"72","42","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-28","0.00",,"74","43","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-29","0.00",,"76","42","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-30","0.00",,"74","42","   30",,,,,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2017-12-31","0.00",,"69","43","   20",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-01-01","0.00",,"73","40","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-01-02","0.00",,"75","46","   20",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-01-03","0.00",,"75","51","   80",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-01-04","0.00",,"75","53","  170",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-01-05","0.00",,"75","48","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-01-06","0.00",,"72","49","  190",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-01-07","0.00",,"75","52","  220",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-01-08","0.00",,"74","55","   40",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-01-09","0.38",,"76","51","  210","    1",,"    1",,"    1"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-01-10","0.10",,"59","49","  250","    1",,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-01-11","0.00",,"67","45","   30",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-01-12","0.00",,"69","46","   20",,,,,
