"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT13","WT14","WT16","WT21"
"USW00023293","SAN JOSE, CA US","2015-11-04","5.82",,,"0.00",,,,"66","42","  310","  310","17.0","23.0",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2015-11-05","4.47",,,"0.00",,,,"67","43","  310","  330","13.0","17.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-06","3.13",,,"0.00",,,,"67","43","  300","  290","14.1","15.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-07","2.91",,,"0.00",,,,"68","43","  300","  320","8.9","13.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-08","3.58",,,"0.04",,,,"61","44","  300","  290","15.0","16.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-09","5.82",,,"0.43",,,,"57","46","  100","   30","14.1","38.9","    1",,"    1",,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-10","4.03",,,"0.01",,,,"58","44","  300","  310","12.1","16.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-11","4.03",,,"0.00",,,,"64","41","  300","  300","13.0","15.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-12","3.80",,,"0.00",,,,"64","40","   60","  280","17.0","25.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-13","2.24",,,"0.00",,,,"67","40","  300","  310","8.1","10.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-14","3.13",,,"0.00",,,,"66","41","  310","  310","15.0","17.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-15","14.54",,,"0.45",,,,"59","48","  280","  280","31.1","38.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-16","13.87",,,"0.00",,,,"61","44","  290","  290","23.9","30.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-17","4.92",,,"0.00",,,,"64","43","  300","  300","17.0","21.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-18","3.36",,,"0.00",,,,"65","44","  290","  240","15.0","23.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-19","3.36",,,"0.00",,,,"68","45","  300","  310","12.1","15.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-20","4.03",,,"0.00",,,,"72","47","  300","  300","15.0","18.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-21","2.24",,,"0.00",,,,"70","47","  260","  260","12.1","15.0","    1","    1",,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-22","1.34",,,"0.00",,,,"71","46","  320","  280","6.9","23.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-23","3.80",,,"0.00",,,,"60","45","  320","  310","14.1","18.1",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2015-11-24","9.17",,,"0.09",,,,"57","45","  270","  260","23.9","30.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-25","3.80",,,"0.27",,,,"54","40","  300","  300","13.0","16.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-26","4.25",,,"0.00",,,,"53","36","  320","  320","17.0","21.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-27","4.70",,,"0.00",,,,"56","35","  300","  290","16.1","21.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-28","2.68",,,"0.00",,,,"58","31","  290","  300","13.0","16.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-29","3.80",,,"0.00",,,,"59","32","  300","  280","8.9","12.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-11-30","2.24",,,"0.00",,,,"54","35","  320","  320","8.9","14.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-01","1.79",,,"0.00",,,,"62","36","  200","  200","6.0","10.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-02","1.34",,,"0.00",,,,"60","41","  290","  220","6.9","8.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-03","6.93",,,"0.11",,,,"62","42","  160","  170","18.1","23.9","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2015-12-04","4.03",,,"0.00",,,,"62","40","  300","  300","10.1","13.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-05","2.24",,,"0.00",,,,"59","40","  130","  130","12.1","14.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-06","6.04",,,"0.00",,,,"70","49","  120","  120","18.1","23.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-07","2.68",,,"0.00",,,,"63","52","  130","   20","10.1","14.1","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2015-12-08","2.24",,,"0.00",,,,"64","48","  310","   20","8.9","14.1","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2015-12-09","3.36",,,"0.00",,,,"71","54","  310","   90","12.1","14.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-10","6.71",,,"0.15",,,,"63","51","  260","  260","23.0","29.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-11","7.38",,,"0.13",,,,"58","47","  310","  280","18.1","21.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-12","4.03",,,"0.00",,,,"59","41","  300","  290","14.1","16.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-13","12.97",,,"0.34",,,,"55","46","  290","  290","28.0","40.0","    1",,"    1",,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2015-12-14","7.83",,,"0.00",,,,"55","37","  290","  290","21.0","25.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-15","7.61",,,"0.00",,,,"56","39","  330","  340","18.1","25.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-16","4.92",,,"0.00",,,,"59","36","  280","  290","14.1","16.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-17","4.03",,,"0.00",,,,"60","37","  300","  300","10.1","12.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-18","7.83",,,"0.13",,,,"62","40","  100","   80","18.1","23.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-19","5.14",,,"0.16",,,,"56","41","  280","  300","17.0","21.9","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-20","9.84",,,"0.00",,,,"54","37","  120","  120","18.1","21.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-21","8.50",,,"0.49",,,,"59","52","  130","  110","16.1","18.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-22","11.63",,,"0.27",,,,"62","52","  270","  260","25.1","32.0","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2015-12-23","10.96",,,"0.00",,,,"57","44","  300","  310","23.9","30.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-24","8.28",,,"0.30",,,,"53","40","  290","  270","25.9","32.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-25","6.26",,,"0.00",,,,"52","34","  290","  300","16.1","19.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-26","7.61",,,"0.00",,,,"54","37","  310","  310","18.1","21.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-27","4.03",,,"0.00",,,,"49","30","  120","  110","12.1","13.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-28","5.37",,,"0.15",,,,"49","39","  300","  310","14.1","17.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-29","2.46",,,"0.00",,,,"55","33","  290","  290","8.9","12.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-30","4.47",,,"0.00",,,,"57","32","  270","  360","13.0","21.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2015-12-31","3.13",,,"0.00",,,,"53","38","  280","  280","12.1","14.1","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-01-01","1.57",,,"0.00",,,,"51","33","  220","  360","6.9","10.1","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-01-02","2.01",,,"0.00",,,,"54","41","  240","  240","8.1","12.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-03","3.58",,,"0.00",,,,"55","43","  270","  270","12.1","13.0",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-01-04","7.83",,,"0.01",,,,"62","48","  110","  120","25.1","31.1",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-01-05","8.72",,,"0.97",,,,"56","49","  110","  110","23.0","31.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-06","12.30",,,"0.62",,,,"54","48","  120","  110","23.9","30.0","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-01-07","5.82",,,"0.03",,,,"56","43","  300","  310","14.1","16.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-08","3.80",,,"0.00",,,,"56","38","  100","   90","14.1","16.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-09","10.07",,,"0.01",,,,"56","50","  120","  120","23.0","28.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-10","2.24",,,"0.01",,,,"57","47","  260","   30","8.1","10.1","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-01-11","3.58",,,"0.00",,,,"63","48","  120","  340","8.9","12.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-12","6.93",,,"0.00",,,,"66","44","  120","   80","19.9","29.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-13","8.28",,,"0.08",,,,"62","46","  130","  130","21.9","25.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-14","7.38",,,"0.01",,,,"58","42","  120","  130","21.0","25.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-15","2.01",,,"0.16",,,,"65","51","  280","  280","16.1","19.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-16","9.62",,,"0.12",,,,"62","53","  110","  100","23.9","30.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-17","8.50",,,"0.39",,,,"61","56","  100","  100","16.1","23.9","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-18","6.04",,,"0.58",,,,"66","52","  120","  120","16.1","21.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-19","9.84",,,"0.44",,,,"67","52","  120","  100","28.0","36.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-20","3.36",,,"0.00",,,,"67","48","  280","  290","10.1","13.0","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-01-21","7.16",,,"0.00",,,,"68","49","  180","  190","25.9","32.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-22","11.86",,,"0.42",,,,"63","56","  120","  110","25.1","32.0","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-01-23","5.37",,,"0.06",,,,"60","48","  270","  260","21.9","25.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-24","4.25",,,"0.00",,,,"59","45","  300","  340","13.0","18.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-25","4.70",,,"0.00",,,,"62","44","  300","  300","14.1","17.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-26","2.91",,,"0.00",,,,"63","47","  310","  320","8.9","12.1","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-01-27","2.46",,,"0.00",,,,"66","46","  310","   10","8.9","14.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-28","2.91",,,"0.00",,,,"63","42","  300","  300","12.1","13.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-29","8.28",,,"0.05",,,,"68","55","  300","  260","15.0","18.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-30","7.61",,,"0.03",,,,"59","51","  300","  300","21.0","25.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-01-31","11.63",,,"0.10",,,,"55","46","  270","  270","29.1","36.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-01","10.96",,,"0.00",,,,"56","39","  280","  280","23.0","29.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-02","7.61",,,"0.05",,,,"58","38","  110","  300","18.1","21.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-03","4.03",,,"0.00",,,,"60","38","  310","  320","13.0","16.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-04","1.79",,,"0.00",,,,"62","45","  230","  220","8.1","13.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-05","2.91",,,"0.00",,,,"65","40","  290","  330","10.1","12.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-06","2.24",,,"0.00",,,,"65","41","  300","  300","8.9","10.1",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-02-07","6.49",,,"0.00",,,,"76","44","   10","  300","21.0","30.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-08","2.46",,,"0.00",,,,"78","45","  130","  220","6.9","8.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-09","2.68",,,"0.00",,,,"76","46","  300","  290","14.1","16.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-10","3.36",,,"0.00",,,,"73","45","  300","  300","12.1","13.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-11","4.47",,,"0.00",,,,"72","47","  320","  340","10.1","13.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-12","4.25",,,"0.00",,,,"69","48","  310","  310","16.1","19.0","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-02-13","5.37",,,"0.00",,,,"68","52","  290","  290","15.0","17.0","    1","    1",,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-14","5.37",,,"0.00",,,,"71","45","  290","  330","17.0","21.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-15","6.26",,,"0.00",,,,"76","52","  310","  300","17.0","21.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-16","2.91",,,"0.00",,,,"80","49","  160","  160","17.0","21.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-17","15.21",,,"0.15",,,,"68","51","  170","  190","30.0","42.1","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-02-18","8.72",,,"0.11",,,,"63","49","  190","  180","19.9","25.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-19","8.72",,,"0.00",,,,"62","44","  170","  120","17.0","21.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-20","4.25",,,"0.00",,,,"62","48","  300","  310","12.1","14.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-21","4.92",,,"0.00",,,,"64","43","  300","  300","19.9","23.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-22","4.92",,,"0.00",,,,"69","44","  280","  290","15.0","21.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-23","3.13",,,"0.00",,,,"73","46","  310","  290","18.1","21.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-24","3.58",,,"0.00",,,,"73","44","  310","  320","14.1","17.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-25","2.24",,,"0.00",,,,"77","47","  310","  330","8.1","10.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-26","6.71",,,"0.00",,,,"71","50","  320","  330","17.0","25.9",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-02-27","6.49",,,"0.00",,,,"70","53","  320","  290","14.1","17.0",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-02-28","4.47",,,"0.00",,,,"68","46","  300","  300","15.0","19.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-02-29","2.91",,,"0.00",,,,"75","54","  300","  310","8.9","12.1","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-03-01","6.04",,,"0.00",,,,"73","52","  320","  300","21.0","25.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-02","5.37",,,"0.00",,,,"77","49","  320","  310","21.0","25.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-03","6.49",,,"0.00",,,,"72","54","  310","  110","15.0","18.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-04","8.28",,,"0.26",,,,"67","58","  150","  160","16.1","21.9","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-05","13.42",,,"1.20",,,,"66","55","  100","   90","33.1","38.9","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-06","7.83",,,"0.73",,,,"62","50","  100","  110","19.9","25.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-07","8.72",,,"0.63",,,,"58","48","  320","  310","25.1","35.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-08","4.92",,,"0.01",,,,"61","41","  310","  300","17.0","21.9","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-09","9.17",,,"0.02",,,,"71","52","  190","   80","15.0","19.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-10","10.07",,,"0.00",,,,"70","59","  120","  120","21.9","27.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-11","10.29",,,"0.23",,,,"60","52","  120","  220","23.0","30.0","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-03-12","9.62",,,"0.03",,,,"60","46","  160","  140","19.9","23.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-13","8.50",,,"0.50",,,,"60","55","  120","   90","17.0","21.9","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-03-14","7.61",,,"0.01",,,,"62","49","  290","  290","21.0","25.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-15","6.04",,,"0.00",,,,"66","44","  290","  320","19.9","23.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-16","5.82",,,"0.00",,,,"71","43","  280","  280","16.1","19.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-17","4.70",,,"0.00",,,,"77","47","  300","  320","15.0","17.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-18","4.92",,,"0.00",,,,"68","52","  300","  300","18.1","21.0","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-03-19","5.59",,,"0.00",,,,"73","52","  330","  330","17.0","19.9","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-20","10.29",,,"0.04",,,,"72","52","  160","  160","21.0","23.9","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-21","6.93",,,"0.20",,,,"67","49","  180","  160","21.0","25.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-22","9.17",,,"0.06",,,,"63","46","  290","  330","18.1","25.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-23","6.49",,,"0.00",,,,"67","45","  310","  300","18.1","21.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-24","7.61",,,"0.00",,,,"69","45","  310","  320","19.9","23.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-25","6.26",,,"0.00",,,,"70","47","  330","  330","19.9","25.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-26","6.04",,,"0.00",,,,"72","47","  320","  310","21.0","25.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-27","7.16",,,"0.00",,,,"66","53","  330","  330","19.9","23.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-28","10.07",,,"0.04",,,,"61","47","  330","  330","31.1","42.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-29","5.37",,,"0.00",,,,"66","41","  310","  310","17.0","19.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-30","7.83",,,"0.00",,,,"65","44","  300","  300","17.0","21.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-03-31","4.92",,,"0.00",,,,"68","51","  320","  310","23.9","29.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-01","6.04",,,"0.00",,,,"66","45","  300","  300","16.1","18.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-02","5.37",,,"0.00",,,,"73","53","  310","  310","18.1","23.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-03","5.82",,,"0.00",,,,"68","54","  320","  320","19.9","25.1",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-04-04","6.71",,,"0.00",,,,"71","52","  300","  310","19.9","25.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-05","7.38",,,"0.00",,,,"82","49","  300","  300","18.1","23.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-06","4.03",,,"0.00",,,,"88","53","  290","  290","13.0","14.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-07","9.62",,,"0.00",,,,"78","59","  170","  160","21.0","28.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-08","3.80",,,"0.39",,,,"66","58","  310","  310","12.1","14.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-09","5.14",,,"0.35",,,,"65","58","  310","  310","16.1","21.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-10","4.70",,,"0.24",,,,"60","55","  290","  280","12.1","15.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-11","4.92",,,"0.00",,,,"70","54","  310","  360","15.0","21.0",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-04-12","6.49",,,"0.00",,,,"61","52","  320","  350","14.1","21.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-13","7.16",,,"0.00",,,,"68","49","  310","  300","21.0","25.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-14","12.53",,,"0.07",,,,"65","51","  310","  300","25.1","33.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-15","10.51",,,"0.00",,,,"71","48","  280","  280","23.9","30.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-16","5.59",,,"0.00",,,,"80","49","  310","  310","16.1","21.9",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-04-17","4.70",,,"0.00",,,,"87","52","  190","  170","17.0","23.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-18","5.82",,,"0.00",,,,"91","53","  300","  320","21.9","25.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-19","4.92",,,"0.00",,,,"82","56","  290","  300","15.0","19.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-20","8.05",,,"0.00",,,,"79","50","  320","  310","17.0","23.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-21","9.84",,,"0.00",,,,"77","57","  180","  160","18.1","23.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-22","10.96",,,"0.42",,,,"64","54","  240","  250","21.9","29.1","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-23","9.17",,,"0.00",,,,"68","48","  320","  330","21.9","25.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-24","12.75",,,"0.00",,,,"68","51","  280","  270","25.9","33.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-25","11.86",,,"0.00",,,,"66","47","  300","  320","21.9","29.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-26","8.28",,,"0.00",,,,"69","45","  320","  300","21.9","25.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-27","10.74",,,"0.06",,,,"63","49","  300","  300","25.1","33.1","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-04-28","8.50",,,"0.00",,,,"73","49","  310","  320","23.9","29.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-04-29","8.72",,,"0.00",,,,"71","51","  310","  310","25.9","31.1","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-04-30","9.62",,,"0.00",,,,"78","50","  280","  280","23.0","29.1",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-05-01","6.93",,,"0.00",,,,"84","54","  170","  180","19.9","23.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-05-02","7.61",,,"0.00",,,,"74","52","  310","  310","21.0","27.1",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-05-03","6.26",,,"0.00",,,,"73","55","  310","  290","13.0","16.1",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-05-04","6.49",,,"0.00",,,,"72","56","  300","  190","16.1","19.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-05-05","9.62",,,"0.00",,,,"71","55","  310","  180","17.0","21.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-05-06","6.71",,,"0.17",,,,"61","54","  300","  310","15.0","19.0","    1",,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-05-07","7.38",,,"0.01",,,,"65","54","  170","  170","13.0","21.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-05-08","6.71",,,"0.00",,,,"71","56","  310","  310","17.0","21.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-05-09","6.71",,,"0.00",,,,"72","56","  300","  310","17.0","23.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-05-10","5.82",,,"0.00",,,,"75","56","  290","  300","16.1","19.9",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-05-11","6.93",,,"0.00",,,,"73","53","  310","  290","14.1","19.9","    1",,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-05-12","7.16",,,"0.00",,,,"71","57","  300","  300","17.0","19.9",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-05-13","8.28",,,"0.00",,,,"70","53","  310","  290","18.1","21.9",,,,,,,"    1",,,,
"USW00023293","SAN JOSE, CA US","2016-05-14","9.17",,,"0.00",,,,"74","51","  310","  310","25.1","30.0",,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","2016-05-15","9.62",,,"0.00",,,,"73","58","  320","  310","21.0","25.9",,,,,,,,,,,
