,Year,Month,Day,Max Temp (F),Min Temp (F),Average Wind Speed (mph),Relative Humidity (%),Heat Index (F),Users Thermostat (F)
1028,2017,10,26,85.0,57.0,3.8,17,82,81
1029,2017,10,27,83.0,58.0,6.0,24,81,80
1030,2017,10,28,84.0,57.0,6.0,26,82,81
1031,2017,10,29,83.0,59.0,2.9,26,81,79
1032,2017,10,30,83.0,62.0,4.7,31,81,80
1033,2017,10,31,78.0,62.0,4.5,58,78,78
1034,2017,11,1,77.0,56.0,4.5,56,77,77
1035,2017,11,2,77.0,55.0,6.9,63,77,77
1036,2017,11,3,71.0,57.0,8.7,58,71,71
1037,2017,11,4,75.0,59.0,9.6,53,75,75
1038,2017,11,5,73.0,52.0,9.8,58,73,73
1039,2017,11,6,74.0,49.0,8.1,55,74,74
1040,2017,11,7,71.0,51.0,2.7,41,70,70
1041,2017,11,8,68.0,45.0,4.0,31,67,67
1042,2017,11,9,79.0,49.0,5.4,37,78,78
1043,2017,11,10,78.0,48.0,6.5,54,78,78
1044,2017,11,11,74.0,52.0,2.9,40,74,74
1045,2017,11,12,67.0,50.0,2.5,32,66,66
1046,2017,11,13,70.0,47.0,2.7,23,69,69
1047,2017,11,14,72.0,49.0,2.7,27,71,71
1048,2017,11,15,68.0,48.0,3.1,32,67,67
1049,2017,11,16,80.0,51.0,10.1,37,80,79
1050,2017,11,17,76.0,53.0,13.0,40,76,76
1051,2017,11,18,61.0,45.0,7.6,21,60,62
1052,2017,11,19,63.0,39.0,4.7,15,62,60
1053,2017,11,20,64.0,41.0,2.7,12,62,64
1054,2017,11,21,72.0,47.0,3.8,30,71,71
1055,2017,11,22,79.0,52.0,4.9,45,79,79
1056,2017,11,23,79.0,51.0,2.9,35,78,78
1057,2017,11,24,77.0,51.0,2.5,32,76,76
1058,2017,11,25,77.0,50.0,2.7,30,76,76
1059,2017,11,26,76.0,51.0,3.4,30,76,76
1060,2017,11,27,72.0,53.0,12.5,36,72,72
1061,2017,11,28,63.0,49.0,5.8,33,62,64
1062,2017,11,29,68.0,48.0,3.8,32,67,67
1063,2017,11,30,67.0,44.0,3.4,33,66,66
1064,2017,12,1,68.0,45.0,2.7,35,67,67
1065,2017,12,2,67.0,43.0,3.4,39,66,66
1066,2017,12,3,75.0,51.0,9.6,30,74,74
1067,2017,12,4,53.0,45.0,12.8,29,51,65
1068,2017,12,5,57.0,40.0,11.4,27,56,60
1069,2017,12,6,64.0,43.0,11.2,28,62,60
1070,2017,12,7,64.0,39.0,8.7,24,62,64
1071,2017,12,8,64.0,40.0,6.7,27,62,63
1072,2017,12,9,66.0,39.0,7.4,23,64,65
1073,2017,12,10,65.0,38.0,8.5,18,64,62
1074,2017,12,11,65.0,37.0,7.2,15,64,64
1075,2017,12,12,68.0,38.0,6.5,16,66,66
1076,2017,12,13,68.0,42.0,5.4,14,66,66
1077,2017,12,14,68.0,44.0,9.6,28,67,67
1078,2017,12,15,61.0,37.0,2.9,24,60,61
1079,2017,12,16,60.0,43.0,3.8,26,58,64
1080,2017,12,17,56.0,46.0,9.6,38,54,60
1081,2017,12,18,58.0,40.0,4.7,35,56,65
1082,2017,12,19,59.0,36.0,2.5,40,58,63
1083,2017,12,20,70.0,41.0,12.5,41,70,70
1084,2017,12,21,50.0,39.0,10.7,29,48,64
1085,2017,12,22,50.0,32.0,3.1,24,48,63
1086,2017,12,23,52.0,33.0,2.0,18,50,62
1087,2017,12,24,57.0,38.0,3.1,18,55,65
1088,2017,12,25,61.0,42.0,2.2,27,60,61
1089,2017,12,26,59.0,39.0,2.5,38,58,64
1090,2017,12,27,62.0,35.0,2.9,26,60,62
1091,2017,12,28,65.0,36.0,3.4,22,64,61
1092,2017,12,29,64.0,37.0,2.7,21,62,64
1093,2017,12,30,64.0,37.0,2.5,20,62,62
1094,2017,12,31,64.0,39.0,2.9,42,63,65
1095,2018,1,1,63.0,37.0,3.8,22,62,60
1096,2018,1,2,63.0,42.0,6.3,24,62,61
1097,2018,1,3,61.0,39.0,4.9,13,59,64
1098,2018,1,4,64.0,40.0,2.5,14,62,63
1099,2018,1,5,67.0,40.0,2.5,30,66,66
1100,2018,1,6,64.0,48.0,4.0,45,63,64
1101,2018,1,7,65.0,46.0,4.3,43,64,64
1102,2018,1,8,54.0,48.0,2.9,43,52,62
1103,2018,1,9,51.0,43.0,4.0,83,50,61
1104,2018,1,10,63.0,40.0,4.0,69,62,61
1105,2018,1,11,61.0,41.0,2.5,48,60,60
1106,2018,1,12,62.0,41.0,4.3,47,61,60
1107,2018,1,13,65.0,44.0,6.5,39,64,60
1108,2018,1,14,66.0,43.0,5.8,40,65,65
1109,2018,1,15,65.0,44.0,3.6,39,64,61
1110,2018,1,16,63.0,46.0,5.1,42,62,62
1111,2018,1,17,66.0,43.0,3.8,35,65,65
1112,2018,1,18,64.0,45.0,3.4,43,63,64
1113,2018,1,19,71.0,48.0,6.7,48,70,70
1114,2018,1,20,58.0,43.0,6.7,48,57,60
1115,2018,1,21,54.0,38.0,4.7,34,52,61
1116,2018,1,22,53.0,34.0,3.6,35,52,65
1117,2018,1,23,59.0,39.0,4.9,39,58,61
1118,2018,1,24,60.0,36.0,3.4,32,58,64
1119,2018,1,25,65.0,37.0,9.8,38,64,61
1120,2018,1,26,58.0,39.0,4.9,34,56,60
1121,2018,1,27,60.0,38.0,4.9,31,58,65
1122,2018,1,28,72.0,50.0,7.2,40,72,72
1123,2018,1,29,70.0,46.0,6.5,37,69,69
1124,2018,1,30,70.0,45.0,2.9,31,69,69
1125,2018,1,31,70.0,44.0,2.7,29,69,69
1126,2018,2,1,70.0,44.0,2.5,29,69,69
1127,2018,2,2,74.0,45.0,3.6,35,74,74
1128,2018,2,3,77.0,50.0,5.6,38,76,76
1129,2018,2,4,74.0,54.0,4.5,38,74,74
1130,2018,2,5,76.0,51.0,3.6,33,76,76
1131,2018,2,6,71.0,52.0,6.9,32,70,70
1132,2018,2,7,68.0,44.0,5.4,31,67,67
1133,2018,2,8,74.0,48.0,5.4,31,74,74
1134,2018,2,9,76.0,49.0,2.9,30,76,76
1135,2018,2,10,78.0,51.0,8.1,26,78,78
1136,2018,2,11,57.0,41.0,7.2,27,56,63
1137,2018,2,12,61.0,48.0,8.3,54,60,62
1138,2018,2,13,59.0,44.0,3.8,60,58,62
1139,2018,2,14,62.0,50.0,4.3,52,61,62
1140,2018,2,15,64.0,46.0,5.8,43,63,64
1141,2018,2,16,58.0,40.0,4.9,25,56,63
1142,2018,2,17,65.0,37.0,3.6,28,64,62
1143,2018,2,18,72.0,41.0,14.5,33,71,71
1144,2018,2,19,55.0,39.0,11.4,34,54,65
1145,2018,2,20,49.0,33.0,3.4,26,47,63
1146,2018,2,21,50.0,36.0,2.5,27,48,63
1147,2018,2,22,56.0,30.0,10.5,32,54,60
1148,2018,2,23,49.0,36.0,6.9,43,48,62
1149,2018,2,24,51.0,32.0,4.0,29,49,60
1150,2018,2,25,54.0,38.0,4.0,32,52,60
1151,2018,2,26,65.0,32.0,6.0,28,64,63
1152,2018,2,27,53.0,39.0,3.6,49,52,60
1153,2018,2,28,61.0,39.0,3.4,45,60,64
1154,2018,3,1,65.0,46.0,8.5,40,64,62
1155,2018,3,2,69.0,49.0,10.7,52,68,68
1156,2018,3,3,65.0,50.0,11.2,61,64,62
1157,2018,3,4,58.0,41.0,6.3,37,56,63
1158,2018,3,5,61.0,41.0,6.5,25,60,64
1159,2018,3,6,66.0,41.0,6.9,21,64,65
1160,2018,3,7,61.0,41.0,4.9,20,60,60
1161,2018,3,8,70.0,41.0,2.7,20,69,69
1162,2018,3,9,73.0,45.0,3.4,26,72,72
1163,2018,3,10,66.0,53.0,3.4,58,66,66
1164,2018,3,11,66.0,53.0,3.4,64,66,66
1165,2018,3,12,72.0,50.0,2.9,48,72,72
1166,2018,3,13,75.0,52.0,4.3,48,74,74
1167,2018,3,14,72.0,56.0,12.3,52,72,72
1168,2018,3,15,61.0,48.0,9.4,45,60,63
1169,2018,3,16,67.0,46.0,8.3,38,66,66
1170,2018,3,17,61.0,49.0,9.4,46,60,65
1171,2018,3,18,62.0,46.0,4.7,32,60,64
1172,2018,3,19,65.0,45.0,3.6,24,64,63
1173,2018,3,20,66.0,44.0,2.5,29,65,65
1174,2018,3,21,72.0,51.0,5.8,53,72,72
1175,2018,3,22,69.0,58.0,8.9,58,68,68
1176,2018,3,23,72.0,55.0,6.3,47,72,72
1177,2018,3,24,72.0,54.0,11.6,32,71,71
1178,2018,3,25,67.0,46.0,8.9,36,66,66
1179,2018,3,26,65.0,48.0,10.3,24,64,60
1180,2018,3,27,69.0,49.0,10.1,25,68,68
1181,2018,3,28,79.0,50.0,5.6,31,78,78
1182,2018,3,29,79.0,59.0,4.7,27,78,78
1183,2018,3,30,83.0,55.0,3.6,23,81,79
1184,2018,3,31,87.0,57.0,4.3,23,84,80
1185,2018,4,1,85.0,64.0,4.3,24,82,80
1186,2018,4,2,84.0,55.0,6.0,26,82,79
1187,2018,4,3,74.0,56.0,7.4,16,73,73
1188,2018,4,4,81.0,52.0,2.7,20,79,79
1189,2018,4,5,85.0,59.0,4.3,22,82,79
1190,2018,4,6,88.0,64.0,6.0,28,85,81
1191,2018,4,7,92.0,64.0,13.2,41,94,78
1192,2018,4,8,84.0,61.0,6.3,18,81,79
1193,2018,4,9,82.0,63.0,6.7,18,80,79
1194,2018,4,10,87.0,57.0,4.9,16,83,82
1195,2018,4,11,92.0,72.0,13.6,20,88,84
1196,2018,4,12,72.0,55.0,14.5,18,71,71
1197,2018,4,13,72.0,51.0,8.5,19,71,71
1198,2018,4,14,77.0,51.0,3.8,18,76,76
1199,2018,4,15,83.0,55.0,6.5,14,80,79
1200,2018,4,16,80.0,51.0,16.1,26,80,79
1201,2018,4,17,69.0,48.0,6.9,23,68,68
1202,2018,4,18,75.0,48.0,5.8,15,74,74
1203,2018,4,19,69.0,54.0,10.3,31,68,68
1204,2018,4,20,83.0,54.0,8.5,29,81,79
1205,2018,4,21,85.0,55.0,3.4,21,82,80
1206,2018,4,22,89.0,60.0,4.0,15,85,83
1207,2018,4,23,93.0,61.0,4.9,17,89,84
1208,2018,4,24,91.0,66.0,3.4,15,87,84
1209,2018,4,25,91.0,65.0,4.3,15,87,81
1210,2018,4,26,95.0,66.0,3.4,14,91,77
1211,2018,4,27,94.0,67.0,8.9,16,90,78
1212,2018,4,28,87.0,66.0,11.4,16,83,80
1213,2018,4,29,83.0,60.0,11.2,25,81,80
1214,2018,4,30,76.0,61.0,4.7,26,76,76
1215,2018,5,1,68.0,51.0,4.9,46,68,68
1216,2018,5,2,68.0,51.0,2.0,53,68,68
1217,2018,5,3,79.0,53.0,3.4,33,78,78
1218,2018,5,4,88.0,59.0,3.6,21,85,79
1219,2018,5,5,92.0,63.0,3.4,18,88,86
1220,2018,5,6,97.0,68.0,4.3,16,93,74
1221,2018,5,7,97.0,70.0,3.8,12,91,77
1222,2018,5,8,99.0,71.0,3.8,12,93,77
1223,2018,5,9,104.0,71.0,7.2,13,100,78
1224,2018,5,10,97.0,77.0,10.3,17,93,75
1225,2018,5,11,92.0,63.0,13.9,28,90,77
1226,2018,5,12,80.0,60.0,5.1,24,80,79
1227,2018,5,13,84.0,62.0,5.4,25,82,81
1228,2018,5,14,84.0,66.0,3.4,27,82,81
1229,2018,5,15,88.0,67.0,4.5,24,85,80
1230,2018,5,16,91.0,64.0,9.4,17,87,83
1231,2018,5,17,88.0,67.0,7.8,19,84,79
1232,2018,5,18,90.0,68.0,4.5,20,86,85
1233,2018,5,19,93.0,69.0,4.3,20,89,85
1234,2018,5,20,91.0,67.0,7.2,26,88,85
1235,2018,5,21,85.0,73.0,5.4,32,83,80
1236,2018,5,22,86.0,68.0,3.4,28,84,81
1237,2018,5,23,90.0,65.0,5.8,24,87,85
1238,2018,5,24,93.0,68.0,6.5,20,89,85
1239,2018,5,25,90.0,69.0,9.8,26,87,79
1240,2018,5,26,81.0,63.0,8.1,29,80,79
1241,2018,5,27,87.0,71.0,3.8,25,84,83
1242,2018,5,28,92.0,69.0,4.9,25,89,83
1243,2018,5,29,95.0,71.0,3.6,21,92,75
1244,2018,5,30,100.0,74.0,10.1,20,97,78
1245,2018,5,31,93.0,74.0,13.6,26,91,74
1246,2018,6,1,93.0,68.0,4.0,15,89,85
1247,2018,6,2,101.0,76.0,6.3,11,94,75
1248,2018,6,3,105.0,74.0,3.8,9,95,75
1249,2018,6,4,106.0,74.0,6.9,9,96,76
1250,2018,6,5,101.0,78.0,8.5,14,97,75
1251,2018,6,6,100.0,73.0,8.7,16,96,77
1252,2018,6,7,99.0,73.0,8.1,12,93,74
1253,2018,6,8,100.0,70.0,4.0,12,94,78
1254,2018,6,9,101.0,72.0,12.1,13,96,76
1255,2018,6,10,97.0,77.0,4.5,16,93,78
1256,2018,6,11,101.0,76.0,3.4,9,91,77
1257,2018,6,12,105.0,75.0,3.8,10,97,77
1258,2018,6,13,108.0,76.0,6.0,11,101,75
1259,2018,6,14,104.0,77.0,9.4,10,96,77
1260,2018,6,15,100.0,83.0,12.1,16,96,75
1261,2018,6,16,97.0,79.0,12.3,25,95,76
1262,2018,6,17,94.0,74.0,12.3,26,92,75
1263,2018,6,18,93.0,68.0,4.0,20,89,81
1264,2018,6,19,99.0,73.0,3.1,12,93,77
1265,2018,6,20,105.0,79.0,3.4,11,98,78
1266,2018,6,21,112.0,78.0,6.7,9,106,76
1267,2018,6,22,108.0,86.0,5.4,7,95,74
1268,2018,6,23,110.0,78.0,7.2,7,97,76
1269,2018,6,24,104.0,80.0,4.3,12,98,78
1270,2018,6,25,108.0,80.0,5.8,11,101,77
1271,2018,6,26,109.0,80.0,5.8,9,99,74
1272,2018,6,27,108.0,77.0,7.2,10,100,75
1273,2018,6,28,105.0,82.0,11.2,8,94,74
1274,2018,6,29,101.0,74.0,6.0,13,96,75
1275,2018,6,30,102.0,77.0,4.0,15,98,76
1276,2018,7,1,105.0,78.0,4.3,14,101,77
1277,2018,7,2,108.0,80.0,6.9,11,101,75
1278,2018,7,3,106.0,77.0,9.4,14,102,76
1279,2018,7,4,104.0,78.0,6.9,14,100,78
1280,2018,7,5,106.0,78.0,3.6,10,98,75
1281,2018,7,6,111.0,82.0,4.3,11,104,76
1282,2018,7,7,107.0,90.0,5.8,25,111,78
1283,2018,7,8,109.0,85.0,2.7,22,112,76
1284,2018,7,9,107.0,74.0,6.9,26,112,76
1285,2018,7,10,98.0,74.0,4.5,49,112,78
1286,2018,7,11,99.0,83.0,4.0,48,114,78
1287,2018,7,12,95.0,82.0,3.4,55,109,77
1288,2018,7,13,98.0,81.0,2.5,54,116,76
1289,2018,7,14,104.0,79.0,3.8,44,123,75
1290,2018,7,15,103.0,79.0,3.1,52,130,75
1291,2018,7,16,108.0,86.0,4.0,35,123,78
1292,2018,7,17,109.0,87.0,4.7,33,124,78
1293,2018,7,18,106.0,88.0,5.4,41,125,74
1294,2018,7,19,107.0,76.0,4.3,39,126,75
1295,2018,7,20,103.0,71.0,2.5,46,123,74
1296,2018,7,21,99.0,83.0,4.7,36,104,77
1297,2018,7,22,103.0,78.0,2.5,35,112,74
1298,2018,7,23,110.0,86.0,2.5,26,118,78
1299,2018,7,24,110.0,91.0,3.4,21,113,75
1300,2018,7,25,113.0,87.0,2.5,20,117,75
1301,2018,7,26,113.0,90.0,3.1,21,118,74
1302,2018,7,27,113.0,87.0,4.5,17,114,74
1303,2018,7,28,112.0,86.0,8.1,18,113,77
1304,2018,7,29,106.0,87.0,6.3,26,110,75
1305,2018,7,30,107.0,85.0,3.4,32,118,77
1306,2018,7,31,106.0,86.0,4.3,34,118,76
1307,2018,8,1,109.0,88.0,4.5,26,116,75
1308,2018,8,2,108.0,85.0,6.7,26,114,75
1309,2018,8,3,104.0,80.0,3.4,39,118,78
1310,2018,8,4,109.0,82.0,7.6,16,107,77
1311,2018,8,5,108.0,79.0,6.5,13,104,74
1312,2018,8,6,108.0,78.0,2.5,10,100,77
1313,2018,8,7,110.0,80.0,2.9,12,105,77
1314,2018,8,8,106.0,83.0,5.6,24,109,78
1315,2018,8,9,107.0,84.0,5.1,22,109,78
1316,2018,8,10,106.0,85.0,7.6,30,114,76
1317,2018,8,11,107.0,76.0,6.3,27,113,78
1318,2018,8,12,102.0,77.0,4.7,39,113,77
1319,2018,8,13,107.0,80.0,5.8,24,110,78
1320,2018,8,14,106.0,83.0,4.7,23,108,77
1321,2018,8,15,103.0,84.0,4.7,29,107,78
1322,2018,8,16,98.0,81.0,3.4,39,104,75
1323,2018,8,17,103.0,81.0,3.6,36,113,75
1324,2018,8,18,106.0,85.0,2.9,31,115,77
1325,2018,8,19,109.0,87.0,4.5,20,110,76
1326,2018,8,20,108.0,84.0,11.0,21,110,75
1327,2018,8,21,105.0,85.0,10.3,21,105,75
1328,2018,8,22,100.0,86.0,7.8,26,100,77
1329,2018,8,23,103.0,82.0,7.2,22,103,75
1330,2018,8,24,102.0,79.0,8.1,14,98,74
1331,2018,8,25,102.0,74.0,7.4,20,100,77
1332,2018,8,26,103.0,82.0,8.9,14,99,78
1333,2018,8,27,102.0,75.0,9.4,11,95,75
1334,2018,8,28,99.0,75.0,4.7,17,95,75
1335,2018,8,29,100.0,72.0,4.7,16,96,77
1336,2018,8,30,101.0,76.0,8.1,14,97,74
1337,2018,8,31,100.0,75.0,6.5,11,93,76
1338,2018,9,1,99.0,70.0,3.6,13,94,74
1339,2018,9,2,99.0,74.0,4.9,19,96,76
1340,2018,9,3,98.0,76.0,4.7,25,97,75
1341,2018,9,4,95.0,73.0,3.6,39,98,76
1342,2018,9,5,97.0,75.0,2.7,29,97,76
1343,2018,9,6,100.0,75.0,2.7,25,100,74
1344,2018,9,7,104.0,77.0,2.5,19,102,74
1345,2018,9,8,107.0,78.0,5.6,15,104,78
1346,2018,9,9,105.0,76.0,5.1,12,99,76
1347,2018,9,10,103.0,73.0,5.6,11,96,77
1348,2018,9,11,102.0,71.0,6.3,10,94,78
1349,2018,9,12,99.0,75.0,11.0,12,93,74
1350,2018,9,13,96.0,76.0,8.7,12,90,76
1351,2018,9,14,99.0,68.0,5.1,11,92,77
1352,2018,9,15,101.0,71.0,8.1,13,96,76
1353,2018,9,16,100.0,74.0,6.7,16,96,74
1354,2018,9,17,100.0,72.0,6.0,11,93,75
1355,2018,9,18,99.0,68.0,6.5,8,88,84
1356,2018,9,19,99.0,65.0,6.3,9,90,74
1357,2018,9,20,94.0,69.0,2.7,14,90,77
1358,2018,9,21,96.0,69.0,3.8,18,92,76
1359,2018,9,22,98.0,70.0,4.7,21,95,74
1360,2018,9,23,99.0,63.0,6.3,22,97,76
1361,2018,9,24,98.0,71.0,5.1,16,94,74
1362,2018,9,25,95.0,74.0,3.6,11,88,83
1363,2018,9,26,95.0,70.0,4.3,9,86,80
1364,2018,9,27,98.0,66.0,2.9,8,88,87
1365,2018,9,28,98.0,67.0,4.0,14,93,76
1366,2018,9,29,96.0,73.0,9.2,21,93,76
1367,2018,9,30,95.0,75.0,8.1,32,95,78
1368,2018,10,1,89.0,73.0,7.4,52,94,75
1369,2018,10,2,84.0,74.0,4.5,54,86,81
1370,2018,10,3,88.0,65.0,7.6,45,89,84
1371,2018,10,4,81.0,63.0,6.0,47,81,80
1372,2018,10,5,83.0,65.0,3.6,37,82,80
1373,2018,10,6,74.0,64.0,2.9,39,74,74
1374,2018,10,7,69.0,59.0,6.7,35,68,68
1375,2018,10,8,76.0,61.0,5.1,26,76,76
1376,2018,10,9,80.0,56.0,5.4,27,80,79
1377,2018,10,10,78.0,60.0,4.0,32,78,78
1378,2018,10,11,78.0,57.0,4.5,42,78,78
1379,2018,10,12,79.0,62.0,6.9,40,78,78
1380,2018,10,13,80.0,62.0,4.0,40,80,79
1381,2018,10,14,73.0,55.0,10.5,23,72,72
1382,2018,10,15,69.0,51.0,11.6,18,68,68
1383,2018,10,16,71.0,52.0,7.4,23,70,70
1384,2018,10,17,72.0,50.0,5.1,35,72,72
1385,2018,10,18,75.0,50.0,4.7,34,74,74
1386,2018,10,19,81.0,53.0,7.4,27,80,79
1387,2018,10,20,81.0,58.0,4.7,31,80,79
1388,2018,10,21,76.0,58.0,3.4,56,76,76
1389,2018,10,22,75.0,56.0,3.1,52,75,75
1390,2018,10,23,80.0,56.0,4.3,40,80,79
1391,2018,10,24,81.0,59.0,4.0,37,80,79
1392,2018,10,25,82.0,57.0,3.6,28,80,79
1393,2018,10,26,82.0,56.0,4.3,28,80,79
1394,2018,10,27,83.0,55.0,2.7,26,81,79
1395,2018,10,28,81.0,54.0,3.4,26,80,79
1396,2018,10,29,85.0,60.0,5.4,24,82,81
1397,2018,10,30,73.0,58.0,8.3,24,72,72
1398,2018,10,31,69.0,54.0,6.5,23,68,68
1399,2018,11,1,78.0,54.0,5.4,28,78,78
1400,2018,11,2,78.0,56.0,3.4,35,78,78
1401,2018,11,3,80.0,58.0,5.6,25,80,79
1402,2018,11,4,72.0,56.0,2.9,27,71,71
1403,2018,11,5,77.0,52.0,2.9,26,76,76
1404,2018,11,6,76.0,53.0,4.0,19,75,75
1405,2018,11,7,73.0,48.0,3.8,17,72,72
1406,2018,11,8,65.0,51.0,12.5,20,64,62
1407,2018,11,9,67.0,44.0,8.3,19,66,66
1408,2018,11,10,65.0,39.0,3.1,16,64,65
1409,2018,11,11,61.0,43.0,8.1,21,60,65
1410,2018,11,12,60.0,36.0,6.9,21,58,61
1411,2018,11,13,62.0,35.0,6.5,20,60,65
1412,2018,11,14,68.0,43.0,4.7,20,66,66
1413,2018,11,15,69.0,42.0,4.7,22,68,68
1414,2018,11,16,66.0,43.0,2.5,22,64,63
1415,2018,11,17,67.0,40.0,2.2,22,66,66
1416,2018,11,18,65.0,42.0,5.6,28,64,62
1417,2018,11,19,63.0,39.0,4.3,15,62,62
1418,2018,11,20,66.0,42.0,4.3,17,64,64
1419,2018,11,21,65.0,41.0,4.0,23,64,65
1420,2018,11,22,69.0,48.0,6.9,47,68,68
1421,2018,11,23,62.0,42.0,3.4,53,61,61
1422,2018,11,24,66.0,42.0,3.6,53,66,66
1423,2018,11,25,59.0,41.0,7.2,25,58,65
1424,2018,11,26,61.0,43.0,6.0,24,60,60
1425,2018,11,27,61.0,40.0,2.7,20,60,64
1426,2018,11,28,64.0,40.0,4.3,28,62,63
1427,2018,11,29,60.0,50.0,8.7,54,59,63
1428,2018,11,30,62.0,42.0,4.5,63,62,61
1429,2018,12,1,60.0,39.0,6.0,49,59,62
1430,2018,12,2,55.0,38.0,3.8,41,54,65
1431,2018,12,3,52.0,36.0,3.8,34,50,65
1432,2018,12,4,54.0,35.0,7.4,35,52,63
1433,2018,12,5,50.0,39.0,3.6,37,48,63
1434,2018,12,6,53.0,45.0,2.9,56,52,61
1435,2018,12,7,56.0,44.0,4.3,74,56,64
1436,2018,12,8,61.0,42.0,3.1,58,60,65
1437,2018,12,9,60.0,40.0,4.9,42,59,63
1438,2018,12,10,61.0,42.0,3.8,41,60,64
1439,2018,12,11,64.0,46.0,4.7,36,63,60
1440,2018,12,12,68.0,41.0,6.0,33,67,67
1441,2018,12,13,57.0,39.0,4.9,30,56,63
1442,2018,12,14,55.0,36.0,3.4,31,54,64
1443,2018,12,15,61.0,39.0,3.1,28,60,60
1444,2018,12,16,63.0,36.0,3.4,27,62,60
1445,2018,12,17,59.0,42.0,2.7,36,58,65
1446,2018,12,18,60.0,39.0,2.7,47,59,64
1447,2018,12,19,65.0,41.0,4.7,42,64,63
1448,2018,12,20,62.0,39.0,2.9,36,61,61
1449,2018,12,21,62.0,44.0,1.8,34,60,60
1450,2018,12,22,63.0,40.0,4.5,38,62,62
1451,2018,12,23,60.0,41.0,2.7,27,58,64
1452,2018,12,24,59.0,38.0,2.7,37,58,63
1453,2018,12,25,57.0,40.0,4.7,59,56,61
1454,2018,12,26,55.0,42.0,6.9,35,54,65
1455,2018,12,27,54.0,35.0,6.0,32,52,61
1456,2018,12,28,49.0,39.0,9.6,36,47,61
1457,2018,12,29,51.0,34.0,7.8,36,49,61
1458,2018,12,30,53.0,33.0,2.9,48,52,60
1459,2018,12,31,50.0,37.0,5.6,35,48,63
1460,2019,1,1,46.0,31.0,8.3,30,44,70
1461,2019,1,2,48.0,26.0,7.2,28,46,61
1462,2019,1,3,50.0,28.0,3.8,38,48,61
1463,2019,1,4,54.0,30.0,3.1,41,52,65
1464,2019,1,5,49.0,34.0,2.7,55,48,64
1465,2019,1,6,53.0,40.0,6.5,71,52,62
1466,2019,1,7,52.0,46.0,4.7,77,52,60
1467,2019,1,8,58.0,43.0,4.5,64,58,63
1468,2019,1,9,61.0,42.0,2.7,52,60,60
1469,2019,1,10,62.0,38.0,3.4,50,61,64
1470,2019,1,11,59.0,40.0,4.0,49,58,61
1471,2019,1,12,57.0,38.0,4.9,45,56,64
1472,2019,1,13,56.0,35.0,6.0,48,55,61
1473,2019,1,14,55.0,41.0,4.7,64,54,60
1474,2019,1,15,48.0,45.0,2.5,86,48,60
1475,2019,1,16,58.0,45.0,5.1,79,58,61
1476,2019,1,17,63.0,49.0,9.8,78,63,61
1477,2019,1,18,60.0,44.0,5.4,55,59,64
1478,2019,1,19,61.0,42.0,3.6,39,60,62
1479,2019,1,20,58.0,40.0,4.0,50,57,63
1480,2019,1,21,59.0,44.0,12.3,46,58,60
1481,2019,1,22,52.0,41.0,9.8,33,50,60
1482,2019,1,23,54.0,34.0,2.9,37,52,63
1483,2019,1,24,62.0,36.0,5.6,46,61,63
1484,2019,1,25,61.0,41.0,5.1,36,60,60
1485,2019,1,26,65.0,48.0,7.2,35,64,61
1486,2019,1,27,65.0,44.0,3.1,40,64,63
1487,2019,1,28,69.0,45.0,5.6,40,68,68
1488,2019,1,29,63.0,49.0,3.8,35,62,60
1489,2019,1,30,63.0,44.0,4.5,34,62,65
1490,2019,1,31,61.0,40.0,2.9,37,60,65
1491,2019,2,1,65.0,41.0,4.3,51,64,62
1492,2019,2,2,57.0,51.0,11.6,71,56,62
1493,2019,2,3,60.0,47.0,8.9,68,60,64
1494,2019,2,4,58.0,47.0,11.0,69,58,63
1495,2019,2,5,53.0,37.0,11.6,63,52,61
1496,2019,2,6,48.0,36.0,7.6,41,46,62
1497,2019,2,7,47.0,31.0,3.4,31,45,67
1498,2019,2,8,50.0,30.0,3.1,33,48,62
1499,2019,2,9,56.0,32.0,7.6,49,55,65
1500,2019,2,10,58.0,36.0,12.1,62,57,64
1501,2019,2,11,50.0,32.0,3.6,35,48,63
1502,2019,2,12,52.0,30.0,3.1,30,50,61
1503,2019,2,13,56.0,40.0,4.5,48,55,60
1504,2019,2,14,57.0,45.0,9.4,81,56,61
1505,2019,2,15,59.0,37.0,11.6,69,58,64
1506,2019,2,16,54.0,41.0,6.0,57,53,60
1507,2019,2,17,49.0,34.0,4.7,63,48,64
1508,2019,2,18,48.0,37.0,7.2,50,46,65
1509,2019,2,19,46.0,34.0,6.7,37,44,70
1510,2019,2,20,47.0,30.0,5.4,51,46,63
1511,2019,2,21,41.0,33.0,3.4,69,40,66
1512,2019,2,22,50.0,36.0,6.7,46,48,62
1513,2019,2,23,51.0,30.0,2.2,37,50,61
1514,2019,2,24,55.0,33.0,3.1,36,54,60
1515,2019,2,25,58.0,36.0,2.9,41,56,64
1516,2019,2,26,67.0,42.0,4.9,46,66,66
1517,2019,2,27,72.0,43.0,7.2,46,72,72
1518,2019,2,28,74.0,52.0,8.9,61,74,74
1519,2019,3,1,73.0,53.0,7.2,47,72,72
1520,2019,3,2,70.0,54.0,11.4,67,70,70
1521,2019,3,3,69.0,48.0,8.3,63,69,69
1522,2019,3,4,67.0,48.0,2.9,57,66,66
1523,2019,3,5,70.0,52.0,5.6,48,70,70
1524,2019,3,6,61.0,54.0,8.9,70,60,63
